title,author,publisher,isbn,year,pages
"Models for Research and Understanding - Exploring Dynamic Systems, Unconventional Approaches, and Applications",Stanislaw Raczynski,Springer,978-3-031-11925-5,2022,277
A Practical Guide to Hybrid Natural Language Processing - Combining Neural Models and Knowledge Graphs for NLP,José Manuél Gómez-Pérez::Ronald Denaux::Andrés García-Silva,Springer,978-3-030-44829-5,2020,268
Universal Behavior Computing for Security and Safety,Cheng Wang::Hangyu Zhu,Springer,978-981-97-9013-5,2025,290
Anaphora in Natural Language Understanding: A Survey,Graeme Hirst,Springer,3-540-10858-0,1981,
Control and Filtering of Fuzzy Systems with Switched Parameters,Shanling Dong::Zheng-Guang Wu::Peng Shi 0001,Springer,978-3-030-35565-4,2020,209
"Managing Information Technology, Second Edition",Francisco Castillo,Springer,978-3-031-39015-9,2024,295
Facebook Nation - Total Information Awareness,Newton Lee,Springer,978-1-4614-5307-9,2012,238
Fast Fourier Transform Algorithms for Parallel Computers,Daisuke Takahashi,Springer,978-981-13-9964-0::978-981-13-9965-7,2019,112
Higher-Order Computability,John Longley::Dag Normann,Springer,978-3-662-47991-9::978-3-662-47992-6,2015,544
Usable Privacy and Security in Online Public Services,Esther Ruiz Ben::Margit Scholl,Springer,978-3-031-43382-5,2023,92
Information-Measuring Systems - Theory and Application,Vitaliy P. Babak::Serhii V. Babak::Volodymyr S. Eremenko::Yurii Kuts::Artur Zaporozhets,Springer,978-3-031-89405-3,2025,496
"Artificial Intelligence and the Arts - Computational Creativity, Artistic Behavior, and Tools for Creatives",Penousal Machado::Juan Romero::Gary Greenfield,Springer,978-3-030-59474-9,2021,379
An Introduction to Design Science,Paul Johannesson::Erik Perjons,Springer,978-3-319-10631-1::978-3-319-10632-8,2014,193
Differential Equations for Studies in Computational Electrophysiology,Karoline Horgmo Jæger::Aslak Tveito,Springer,978-3-031-30851-2,2023,123
Technological Innovations for Managing Tropical Diseases,Matthew Chidozie Ogwu::Sylvester Chibueze Izah,Springer,978-3-031-82621-4,2025,356
A Unified Approach to Interior Point Algorithms for Linear Complementarity Problems,Masakazu Kojima::Nimrod Megiddo::Toshihito Noma::Akiko Yoshise,Springer,3-540-54509-3,1991,
Construction and Analysis of Cryptographic Functions,Lilya Budaghyan,Springer,978-3-319-12990-7::978-3-319-12991-4,2014,168
"Semantic Applications, Methodology, Technology, Corporate Use.",,Springer,978-3-662-55432-6::978-3-662-55433-3,2018,
Fireworks Algorithm - A Novel Swarm Intelligence Optimization Method,Ying Tan 0002,Springer,978-3-662-46352-9::978-3-662-46353-6,2015,297
"Parallel, Distributed and Multiagent Production Systems",Toru Ishida 0001,Springer,3-540-58698-9,1994,
Hackathons - From Idea to Successful Implementation,Andreas Kohne::Volker Wehmeier,Springer,978-3-030-58838-0,2020,102
Beginning Artificial Intelligence with the Raspberry Pi,Donald J. Norris,Apress,978-1-4842-2742-8,2017,369
"IoT Edge Solutions for Cognitive Buildings - Technology, Communications and Computing",,Springer,978-3-031-15159-0::978-3-031-15160-6,2023,
A Glimpse Beyond 5G in Wireless Networks,,Springer,978-3-031-13785-3::978-3-031-13786-0,2023,
A Roadmap to Future Space Connectivity - Satellite and Interplanetary Networks,,Springer,978-3-031-30761-4::978-3-031-30762-1,2023,
Handbook of Re-Engineering Software Intensive Systems into Software Product Lines,,Springer International Publishing,978-3-031-11685-8,2023,
Fungal Machines - Sensing and Computing with Fungi,,Springer,978-3-031-38335-9::978-3-031-38336-6,2023,
The Evolution of Pervasive Information Systems,,Springer,978-3-031-18175-7,2023,
Artificial Intelligence and Cybersecurity: Theory and Applications,,Springer International Publishing,978-3-031-15029-6,2023,
"Uncertainty, Constraints, and Decision Making",,Springer,978-3-031-36393-1::978-3-031-36394-8,2023,
UML-Based Software Product Line Engineering with SMarty,,Springer,978-3-031-18555-7::978-3-031-18556-4,2023,
Emotional Machines: Perspectives from Affective Computing and Emotional Human-Machine Interaction,,Springer Fachmedien Wiesbaden,978-3-658-37641-3,2023,
Towards Responsible Machine Translation - Ethical and Legal Considerations in Machine Translation,,Springer,978-3-031-14688-6::978-3-031-14689-3,2023,
"Software Engineering for Games in Serious Contexts - Theories, Methods, Tools, and Experiences",,Springer,978-3-031-33337-8::978-3-031-33338-5,2023,
"Past, Present and Future of Computing Education Research - A Global Perspective",,Springer,978-3-031-25335-5::978-3-031-25336-2,2023,
Understanding Search Engines,Dirk Lewandowski,Springer,978-3-031-22789-9::978-3-031-22788-2,2023,
AI and Big Data in Cardiology: A Practical Guide,,Springer International Publishing,978-3-031-05070-1,2023,
Emerging Trends in Cybersecurity Applications,,Springer International Publishing,978-3-031-09639-6,2023,
Real Life Applications of Multiple Criteria Decision Making Techniques in Fuzzy Domain,,Springer,978-981-19-4928-9::978-981-19-4929-6,2023,
Hyperparameter Tuning for Machine and Deep Learning with R - A Practical Guide,,Springer,978-981-19-5169-5::978-981-19-5170-1,2023,
Smart Computer Vision,,Springer,978-3-031-20540-8::978-3-031-20541-5,2023,
Decision Making Under Uncertainty and Constraints - A Why-Book,,Springer,978-3-031-16414-9::978-3-031-16415-6,2023,
Haptic Devices for Studies on Human Grasp and Rehabilitation,Alessandro Altobelli,Springer,978-3-319-47086-3,2016,79
Big Data Technologies for Monitoring of Computer Security: A Case Study of the Russian Federation,Sergei Petrenko,Springer,978-3-319-79035-0,2018,249
Trustworthy Cyber-Physical Systems - A Systematic Framework towards Design and Evaluation of Trust and Trustworthiness,Nazila Gol Mohammadi,Springer Vieweg,978-3-658-27487-0,2019,320
Digital Logic for Computing,John Seiffertt,Springer,978-3-319-56837-9,2017,319
Mobile Cloud Visual Media Computing - From Interaction to Service,,Springer,978-3-319-24700-7,2015,
"Project Management at the Edge of Chaos, Social Techniques for Complex Systems.",Alfred Oswald::Jens Köhler::Roland Schmitt,Springer,978-3-662-48260-5,2018,238
Bent Functions - Fundamentals and Results,Sihem Mesnager,Springer,978-3-319-32593-4::978-3-319-32595-8,2016,544
"Attribute Grammars: Definitions, Systems, and Bibliography.",Pierre Deransart::Martin Jourdan::Bernard Lorho,Springer,3-540-50056-1,1988,
Synthesising Synchronous Systems by Static Scheduling in Space-Time,Björn Lisper,Springer,3-540-51156-3,1989,262
Index Structures for Data Warehouses,Marcus Jürgens,Springer,3-540-43368-6,2002,132
Systems Building with Oracle - The Theory and Practice of Database Design,William Smith,Palgrave,978-1-4039-0169-9,2004,564
"Security, Privacy and Trust in the IoT Environment",,Springer,978-3-030-18074-4::978-3-030-18075-1,2019,
Attribution of Advanced Persistent Threats - How to Identify the Actors Behind Cyber-Espionage,Timo Steffens,Springer,978-3-662-61312-2,2020,205
Recent Advances in Evolutionary Multi-objective Optimization,,Springer,978-3-319-42977-9::978-3-319-42978-6,2017,
Probabilistische Verfahren für den Test hochintegrierter Schaltungen,Hans-Joachim Wunderlich,Springer,3-540-18072-9,1987,133
Software-Bewertung: Ein semantischer Ansatz für Infomationsmaße,Peter Baumann,Springer,3-540-55151-4,1992,
Privacy-Preserving in Mobile Crowdsensing,Chuan Zhang 0003::Tong Wu 0011::Youqi Li::Liehuang Zhu,Springer,978-981-19-8314-6,2023,195
Intelligent Backstepping Control for the Alternating-Current Drive Systems,Jinpeng Yu 0001::Peng Shi 0001::Jiapeng Liu,Springer,978-3-030-67722-0,2021,221
"P-Functions and Boolean Matrix Factorization: A Unified Approach for Wired, Programmed and Microprogrammed Implementations of Discrete Algorithms",André Thayse,Springer,3-540-13358-5,1984,
TEMPO: A Unified Treatment of Binding Time and Parameter Passing Concepts in Programming Languages,Neil D. Jones::Steven S. Muchnick,Springer,3-540-09085-1,1978,
Computability,George Tourlakis,Springer,978-3-030-83201-8,2022,611
"Grading Knowledge, Extracting Degree Information from Texts.",Steffen Staab,Springer,3-540-66934-5,1999,187
Elements of distributed algorithms: modeling and analysis with Petri nets,Wolfgang Reisig,Springer,3-540-62752-9,1998,
Touch of Class: Learning to Program Well with Objects and Contracts,Bertrand Meyer 0001,Springer,978-3-540-92144-8,2009,
Deep Generative Modeling,Jakub M. Tomczak,Springer,978-3-030-93157-5,2022,197
"Understanding and Using Rough Set Based Feature Selection: Concepts, Techniques and Applications, Second Edition",Muhammad Summair Raza::Usman Qamar,Springer,978-981-32-9165-2,2019,236
Space in Weak Propositional Proof Systems,Ilario Bonacina,Springer,978-3-319-73452-1,2017,130
Multiview Machine Learning,Shiliang Sun::Liang Mao::Ziang Dong::Lidan Wu,Springer,978-981-13-3028-5,2019,149
Relational Calculus for Actionable Knowledge,Éloi Bossé::Michel Barès,Springer,978-3-030-92429-4,2022,334
Fuzzy Rule-Based Inference - Advances and Applications in Reasoning with Approximate Knowledge Interpolation,Fangyi Li::Qiang Shen,Springer,978-981-97-0490-3,2024,187
False Feathers - A Perspective on Academic Plagiarism,Debora Weber-Wulff,Springer,978-3-642-39960-2::978-3-642-39961-9,2014,173
Introduction to Diagnosis of Active Systems,Gianfranco Lamperti::Marina Zanella::Xiangfu Zhao,Springer,978-3-319-92731-2,2018,353
"Enterprise Architecture at Work - Modelling, Communication and Analysis, Fourth Editiontion",,Springer,978-3-662-53932-3,2017,
Computer Music Instruments II - Realtime and Object-Oriented Audio,Victor Lazzarini,Springer,978-3-030-13711-3,2019,341
Cyber-Security Threats and Response Models in Nuclear Power Plants,Carol S. Smidts::Indrajit Ray::Quanyan Zhu::Pavan Kumar Vaddi::Yunfei Zhao::Linan Huang::Xiaoxu Diao::Rakibul Talukdar::Michael C. Pietrykowski,Springer,978-3-031-12710-6,2022,90
Text Mining for Information Professionals - An Uncharted Territory,Manika Lamba::Margam Madhusudhan,Springer,978-3-030-85084-5,2022,356
Communication in the Metaverse,Jonathan Matusitz::Jayvyn Dacas,Springer,978-3-031-63484-0,2024,194
Description and Selection of Communication Services for Service Oriented Network Architectures,Rahamatullah Khondoker,Springer Vieweg,978-3-658-12741-1::978-3-658-12742-8,2016,233
Computer and Network Security Essentials.,,Springer,978-3-319-58423-2::978-3-319-58424-9,2018,
Multi-access Edge Computing: Software Development at the Network Edge,Dario Sabella,Springer,978-3-030-79617-4,2021,377
Instinctive Computing,Yang Cai 0002,Springer,978-1-4471-7276-5::978-1-4471-7278-9,2016,391
Type-2 Fuzzy Logic in Intelligent Control Applications,Oscar Castillo 0001,Springer,978-3-642-24662-3,2012,180
Test von OSI-Protokollen,Willi Stoll,Springer,3-540-51824-X,1989,205
Network Programming with Go - Essential Skills for Using and Securing Networks,Jan Newmarch,Apress,978-1-4842-2691-9,2017,266
"Basics in Business Informatics, Second Edition",Peter Weber::Roland Gabriel::Thomas Lux::Katharina Menke,Springer,978-3-658-35858-7,2022,379
Neuromorphic Computing Principles and Organization,Abderazek Ben Abdallah::Khanh N. Dang,Springer,978-3-030-92524-6,2022,244
Computing Attitude and Affect in Text: Theory and Applications,,Springer,978-1-4020-4026-9::978-1-4020-4102-0,2006,
Fuzzy and Rough Techniques in Medical Diagnosis and Medication,Elisabeth Rakus-Andersson,Springer,978-3-540-49707-3,2007,181
Sampled-data Control of Logical Networks,Yang Liu 0040::Jianquan Lu::Liangjie Sun,Springer,978-981-19-8260-6,2023,217
Synchronizing E-Security,Godfried Williams,Springer,,2003,88
Automated Deduction in Equational Logic and Cubic Curves,William McCune::R. Padmanabhan,Springer,3-540-61398-6,1996,
Argumentation in Artificial Intelligence,,Springer,978-0-387-98196-3::978-0-387-98197-0,2009,
"Nonmonotonic Logics, Basic Concepts, Results, and Techniques",Karl Schlechta,Springer,3-540-62482-1,1997,
Singular Control Systems,Liyi Dai,Springer,978-3-540-50724-6::978-3-540-46074-9,1989,301
Possibility Theory for the Design of Information Fusion Systems,Basel Solaiman::Éloi Bossé,Springer,978-3-030-32852-8,2019,278
"Intelligent Condition Based Monitoring - For Turbines, Compressors, and Other - - Rotating Machines",Nishchal K. Verma::Al Salour,Springer,978-981-15-0511-9,2020,302
Spatio-Temporal Image Processing: Theory and Scientific Applications,Bernd Jähne,Springer,3-540-57418-2,1993,
Modeling Programming Competency - A Qualitative Analysis,Natalie Kiesler,Springer,978-3-031-47147-6,2024,163
Information Extraction: Algorithms and Prospects in a Retrieval Context,Marie-Francine Moens,Springer,978-1-4020-4987-3::978-1-4020-4993-4,2006,
Spatial Big Data Science - Classification Techniques for Earth Observation Imagery,Zhe Jiang 0001::Shashi Shekhar 0001,Springer,978-3-319-60194-6,2017,131
"Nonlinear Control Systems, Third Edition",Alberto Isidori,Springer,978-1-4471-3909-6::978-1-84628-615-5,1995,549
"Pascal User Manual and Report, Second Edition",Kathleen Jensen::Niklaus Wirth,Springer,3-540-07167-9,1975,
Engineering Adaptive Software Systems - Communications of NII Shonan Meetings,,Springer,978-981-13-2184-9::978-981-13-2185-6,2019,
"Multiagent Engineering, Theory and Applications in Enterprises.",,Springer,978-3-540-31406-6::978-3-540-32062-3,2006,
EEG Signal Analysis and Classification - Techniques and Applications,Siuly Siuly::Yan Li 0002::Yanchun Zhang,Springer,978-3-319-47652-0::978-3-319-47653-7,2016,254
Health Informatics on FHIR: How HL7's New API is Transforming Healthcare,Mark L. Braunstein,Springer,978-3-319-93413-6,2018,314
Beginning Pixlr Editor - Learn to Edit Digital Photos Using this Free Web-Based App,Phillip Whitt,Apress,978-1-4842-2697-1,2017,225
Pedigree Polytopes - New Insights on Computational Complexity of Combinatorial Optimisation Problems,Tirukkattuppalli Subramanyam Arthanari,Springer,978-981-19-9951-2,2023,204
"Machine Learning and Artificial Intelligence - Second Edition, Second Edition",Ameet V. Joshi,Springer,978-3-031-12281-1,2023,271
Multisensory Softness - Perceived Compliance from Multiple Sources of Information,,Springer,978-1-4471-6532-3,2014,
Resilience Assessment and Evaluation of Computing Systems,,Springer,978-3-642-29031-2::978-3-642-29032-9,2012,
"Internet of Things for Sustainable Community Development - Technology, Communications and Computing",Abdul Salam,Springer,978-3-030-35290-5,2020,327
"Calculus for Computer Graphics, Second Edition",John A. Vince,Springer,978-3-030-11375-9,2019,303
Reliability Aspect of Cloud Computing Environment,Vikas Kumar 0005::R. Vidhyalakshmi,Springer,978-981-13-3022-3,2018,170
Computational Epidemiology - From Disease Transmission Modeling to Vaccination Decision Making,Jiming Liu 0001::Shang Xia,Springer,978-3-030-52107-3,2020,95
Blockchain for Secure Healthcare Using Internet of Medical Things (IoMT),Sunil Gupta::Hitesh Kumar Sharma::Monit Kapoor,Springer,978-3-031-18895-4,2023,197
"Community Informatics Design Applied to Digital Social Systems - Communicational Foundations, Theories and Methodologies",Pierre-Léonard Harvey,Springer,978-3-319-65372-3,2017,459
"R-Calculus, II: Many-Valued Logics",Wei Li 0022::Yuefei Sui,Springer,978-981-16-9293-2,2022,271
Automatic Tuning of Compilers Using Machine Learning.,Amir H. Ashouri::Gianluca Palermo::John Cavazos::Cristina Silvano,Springer,978-3-319-71488-2::978-3-319-71489-9,2018,118
Web Data Management: A Warehouse Approach,Sourav S. Bhowmick::Wee Keong Ng::Sanjay Kumar Madria,Springer,978-0-387-00175-3::978-0-387-21781-9,2004,
My Cognitive autoMOBILE Life - Digital Divorce from a Cognitive Personal Assistant,Sebastian Wedeniwski::Stephen Perun,Springer Vieweg,978-3-662-54676-5,2017,238
Multimodal Neuroimaging Computing for the Characterization of Neurodegenerative Disorders,Sidong Liu,Springer,978-981-10-3532-6::978-981-10-3533-3,2017,129
DevOps for Digital Leaders - Reignite Business with a Modern DevOps-Enabled Software Factory,Aruna Ravichandran::Kieran Taylor::Peter Waterhouse,Apress,978-1-4842-1841-9::978-1-4842-1842-6,2016,173
Confessions of an AI Brain,Elena Fersman::Paul Pettersson::Athanasios Karapantelakis,Springer,978-3-031-25934-0,2023,178
Applications of Mathematics of Uncertainty - Grand Challenges - Human Trafficking - Coronavirus - Biodiversity and Extinction,John N. Mordeson::Sunil Mathew::M. Binu,Springer,978-3-030-86995-3,2022,297
Process Monitoring and Fault Diagnosis Based on Multivariable Statistical Analysis,Xiangyu Kong::Jiayu Luo::Xiaowei Feng,Springer,978-981-99-8774-0,2024,300
